Время [c],Напряжение[B]
0.9192,1.9431
0.9198,1.9431
0.9204,1.9431
0.9211,1.9380
0.9217,1.9380
0.9224,1.9431
0.9230,1.9431
0.9237,1.9329
0.9243,1.9431
0.9250,1.9380
0.9256,1.9431
0.9263,1.9431
0.9270,1.9431
0.9276,1.9329
0.9283,1.9380
0.9289,1.9431
0.9295,1.9431
0.9302,1.9431
0.9308,1.9431
0.9315,1.9380
0.9322,1.9431
0.9328,1.9329
0.9335,1.9329
0.9342,1.9431
0.9349,1.9380
0.9356,1.9431
0.9362,1.9380
0.9372,1.9380
0.9379,1.9380
0.9386,1.9431
0.9393,1.9380
0.9400,1.9380
0.9407,1.9431
0.9413,1.9431
0.9420,1.9431
0.9426,1.9431
0.9431,1.9431
0.9437,1.9431
0.9444,1.9329
0.9452,1.9431
0.9458,1.9431
0.9466,1.9380
0.9475,1.9380
0.9484,1.9431
0.9492,1.9380
0.9500,1.9431
0.9508,1.9431
0.9515,1.9431
0.9523,1.9380
0.9529,1.9431
0.9536,1.9380
0.9543,1.9431
0.9550,1.9380
0.9558,1.9380
0.9565,1.9431
0.9574,1.9329
